idx,relative_path_to_video,datasetID,subjectNr,start,end,label,class,subjects,trainTest
2395,OOPS/oops_dataset/oops_video/val/Best Fails of the Year 2017 - Part 1 (December 2017) _ FailArmy6.mp4,9,665,4633.0,5633.0,2,Backward Fall,single,VALIDATION
2396,OOPS/oops_dataset/oops_video/val/Best Fails of the Year 2017 - Part 1 (December 2017) _ FailArmy27.mp4,9,666,3400.0,4300.0,2,Backward Fall,single,TRAIN
2397,OOPS/oops_dataset/oops_video/train/Back in the Mud - Down and Dirty Fails (October 2018) _ FailArmy9.mp4,9,667,8267.0,9167.0,3,Side Fall,multiple,TRAIN
2398,OOPS/oops_dataset/oops_video/train/Best Fails of the Year - Part 1 (2018) _ FailArmy41.mp4,9,668,6700.0,7800.0,2,Backward Fall,multiple,TEST
2399,OOPS/oops_dataset/oops_video/train/Cat's Hate Plastic! - Best Fails of the Week _ FailArmy31.mp4,9,669,4600.0,5333.0,2,Backward Fall,multiple,TRAIN
2400,OOPS/oops_dataset/oops_video/train/Best Fails of the Year 2017 (So Far) _ FailArmy123.mp4,9,670,2433.0,3200.0,1,Forward Fall,single,VALIDATION
2401,OOPS/oops_dataset/oops_video/train/Best Fails of the Year 2017 (So Far) _ FailArmy123.mp4,9,671,3233.0,6667.0,0,NoFall,single,TRAIN
2402,OOPS/oops_dataset/oops_video/train/Brain Freeze Is Real! - Fails of the Month (June 2017) _ FailArmy11.mp4,9,672,3500.0,4100.0,1,Forward Fall,multiple,TEST
2403,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 2 April 2016 _ 'I Knew That Was a Bad Idea' by FailArmy24.mp4,9,673,42.0,4042.0,0,NoFall,single,VALIDATION
2404,OOPS/oops_dataset/oops_video/val/Don't Rock the Boat - Throwback Fails (July 2017)41.mp4,9,674,33.0,5300.0,0,NoFall,single,VALIDATION
2405,OOPS/oops_dataset/oops_video/train/Best Fails of the Year 2017 - Part 2 (December 2017) _ FailArmy90.mp4,9,675,33.0,4333.0,0,NoFall,multiple,TEST
2406,OOPS/oops_dataset/oops_video/train/Best Fails of the Year 2017 - Part 2 (December 2017) _ FailArmy90.mp4,9,676,5033.0,5833.0,2,Backward Fall,multiple,TEST
2407,OOPS/oops_dataset/oops_video/train/Best Fails Of The Month - I Can't Hear! (February 2018) _ FailArmy15.mp4,9,677,2300.0,3600.0,1,Forward Fall,single,VALIDATION
2408,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 1 April 2016 _ 'You Knew That Was Going To Happen!' FailArmy45.mp4,9,678,3100.0,3967.0,2,Backward Fall,multiple,VALIDATION
2409,OOPS/oops_dataset/oops_video/val/Break Yourself - Fails of the Week (September 2017) _ FailArmy18.mp4,9,679,3200.0,3900.0,2,Backward Fall,multiple,TRAIN
2410,OOPS/oops_dataset/oops_video/val/Best Fails of the Week - Watch It Drones! (May 2018) _ FailArmy24.mp4,9,680,33.0,2233.0,0,NoFall,single,TRAIN
2411,OOPS/oops_dataset/oops_video/val/Best Fails of the Week - Watch It Drones! (May 2018) _ FailArmy24.mp4,9,681,2267.0,3000.0,1,Forward Fall,single,TRAIN
2412,OOPS/oops_dataset/oops_video/val/Anger Management - Fails of the Week (January 2019) _ FailArmy29.mp4,9,682,18233.0,18800.0,1,Forward Fall,single,TEST
2413,OOPS/oops_dataset/oops_video/val/Bee Keeper Business - Fails of the Week (November 2018) _ FailArmy2.mp4,9,683,3367.0,4567.0,2,Backward Fall,single,TRAIN
2414,OOPS/oops_dataset/oops_video/val/Expensive Fails - That's Going To Cost You! (July 2017)41.mp4,9,684,33.0,9100.0,0,NoFall,single,TEST
2415,OOPS/oops_dataset/oops_video/val/Crack That Whip - Throwback Fails (July 2017)22.mp4,9,685,5400.0,5733.0,2,Backward Fall,smultiple,TEST
2416,OOPS/oops_dataset/oops_video/val/Best Fails of the Week 2 March 2016 _ 'I Think We Got What We're Looking For' by FailArmy5.mp4,9,686,1867.0,2467.0,3,Side Fall,multiple,TRAIN
2417,OOPS/oops_dataset/oops_video/val/Are You Serious! - Throwback Thursday (September 2017) _ FailArmy51.mp4,9,687,1433.0,2033.0,2,Backward Fall,multiple,TRAIN
2418,OOPS/oops_dataset/oops_video/train/Back in the Mud - Down and Dirty Fails (October 2018) _ FailArmy10.mp4,9,688,33.0,4233.0,0,NoFall,single,TRAIN
2419,OOPS/oops_dataset/oops_video/train/Back in the Mud - Down and Dirty Fails (October 2018) _ FailArmy10.mp4,9,689,4267.0,4967.0,1,Forward Fall,single,TRAIN
2420,OOPS/oops_dataset/oops_video/train/Back in the Mud - Down and Dirty Fails (October 2018) _ FailArmy10.mp4,9,690,5333.0,8833.0,0,NoFall,single,TRAIN
2421,OOPS/oops_dataset/oops_video/train/29 Hilarious Instant Karma Fail Nominees - FailArmy Hall of Fame41.mp4,9,691,5967.0,6667.0,1,Forward Fall,multiple,TRAIN
2422,OOPS/oops_dataset/oops_video/train/Downhill Mayhem - Fails of the Week (March 2019) _ FailArmy26.mp4,9,692,33.0,9867.0,0,NoFall,single,VALIDATION
2423,OOPS/oops_dataset/oops_video/train/Best Fails of the Month - Driving Me Crazy! (January 2018) _ FailArmy45.mp4,9,693,4067.0,5400.0,3,Side Fall,multiple,VALIDATION
2424,OOPS/oops_dataset/oops_video/train/A Boatload of Fails - Throwback Fails (November 2017) _ FailArmy15.mp4,9,694,2967.0,3600.0,1,Forward Fall,multiple,TRAIN
2425,OOPS/oops_dataset/oops_video/train/A Boatload of Fails - Throwback Fails (November 2017) _ FailArmy15.mp4,9,695,4367.0,4967.0,1,Forward Fall,multiple,TRAIN
2426,OOPS/oops_dataset/oops_video/train/Best Fails of the Year 2017 (So Far) _ FailArmy105.mp4,9,696,2367.0,2967.0,1,Forward Fall,single,TRAIN
2427,OOPS/oops_dataset/oops_video/train/Cat's Hate Plastic! - Best Fails of the Week _ FailArmy28.mp4,9,697,33.0,3200.0,0,NoFall,single,TEST
2428,OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Watch Out!  (March 2018) _ FailArmy8.mp4,9,698,3000.0,3500.0,3,Side Fall,single,TRAIN
2429,OOPS/oops_dataset/oops_video/train/Best Fails of the Week - No Baseball Inside! (December 2017) _ FailArmy22.mp4,9,699,8000.0,8900.0,2,Backward Fall,single,TRAIN
2430,OOPS/oops_dataset/oops_video/train/Don't Stop Believin'  - Fails of the Month (November 2016) _ FailArmy33.mp4,9,700,4633.0,5633.0,2,Backward Fall,single,TRAIN
2431,OOPS/oops_dataset/oops_video/val/Don't Be Such a Baby - Kid Fails (September 2018) _ FailArmy8.mp4,9,701,13200.0,13900.0,1,Forward Fall,single,VALIDATION
2432,OOPS/oops_dataset/oops_video/train/A Boatload of Fails - Throwback Fails (November 2017) _ FailArmy18.mp4,9,702,3167.0,3700.0,2,Backward Fall,single,TRAIN
2433,OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Is Winter Done Yet (January 2018) _ FailArmy16.mp4,9,703,33.0,8267.0,0,NoFall,single,VALIDATION
2434,OOPS/oops_dataset/oops_video/val/Caught Slippin' - Fails of the Week (February 2019) _ FailArmy0.mp4,9,704,533.0,1333.0,2,Backward Fall,single,TEST
2435,OOPS/oops_dataset/oops_video/val/Caught Slippin' - Fails of the Week (February 2019) _ FailArmy0.mp4,9,705,4800.0,17800.0,0,NoFall,single,TEST
2436,OOPS/oops_dataset/oops_video/train/Best Fails of Week 4 June 2016 _ FailArmy45.mp4,9,706,3375.0,4125.0,1,Forward Fall,multiple,TRAIN
2437,OOPS/oops_dataset/oops_video/val/Classic bails and Throwback Fails (June 2017) _ FailArmy80.mp4,9,707,3542.0,4542.0,2,Backward Fall,single,TRAIN
2438,OOPS/oops_dataset/oops_video/train/Break Stuff - I Hope We Kept the Receipt14.mp4,9,708,3967.0,4767.0,3,Side Fall,single,TRAIN
2439,OOPS/oops_dataset/oops_video/train/Best Fails of the Week - It's Raining Inside! (February 2018) _ FailArmy11.mp4,9,709,2300.0,2900.0,1,Forward Fall,multiple,TRAIN
2440,OOPS/oops_dataset/oops_video/val/Don't Be Such a Baby - Kid Fails (September 2018) _ FailArmy24.mp4,9,710,2733.0,3267.0,1,Forward Fall,single,VALIDATION
2441,OOPS/oops_dataset/oops_video/val/Don't Be Such a Baby - Kid Fails (September 2018) _ FailArmy24.mp4,9,711,7333.0,8767.0,3,Side Fall,multiple,TRAIN
2442,OOPS/oops_dataset/oops_video/train/31 Senior Citizen Fails - FailArmy Hall of Fame (September 2017)19.mp4,9,712,3900.0,4633.0,1,Forward Fall,single,TEST
2443,OOPS/oops_dataset/oops_video/val/Caught Slippin' - Fails of the Week (February 2019) _ FailArmy12.mp4,9,713,33.0,11667.0,0,NoFall,single,TRAIN
2444,OOPS/oops_dataset/oops_video/val/Caught Slippin' - Fails of the Week (February 2019) _ FailArmy12.mp4,9,714,12167.0,13000.0,3,Side Fall,single,TRAIN
2445,OOPS/oops_dataset/oops_video/val/Bats & Balls Fail Compilation _ By FailArmy 201649.mp4,9,715,6292.0,6792.0,3,Side Fall,multiple,TEST
2446,OOPS/oops_dataset/oops_video/train/25 Best Trampoline Fail Nominees - FailArmy Hall of Fame (July 2017)24.mp4,9,716,2000.0,2933.0,2,Backward Fall,multiple,TRAIN
2447,OOPS/oops_dataset/oops_video/train/Downhill Mayhem - Fails of the Week (March 2019) _ FailArmy3.mp4,9,717,1833.0,2667.0,2,Backward Fall,single,TEST
2448,OOPS/oops_dataset/oops_video/train/Downhill Mayhem - Fails of the Week (March 2019) _ FailArmy3.mp4,9,718,6633.0,7300.0,1,Forward Fall,multiple,TEST
2449,OOPS/oops_dataset/oops_video/train/Brain Freeze Is Real! - Fails of the Month (June 2017) _ FailArmy50.mp4,9,719,1333.0,2333.0,1,Forward Fall,multiple,TRAIN
2450,OOPS/oops_dataset/oops_video/train/Backflipping Bros - Fails of the Month! (May 2018) _ Failarmy6.mp4,9,720,2567.0,4000.0,1,Forward Fall,single,TEST
2451,"OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Go Hard, Or Go Home! (March 2018) _ FailArmy9.mp4",9,721,3633.0,4533.0,2,Backward Fall,single,TRAIN
2452,OOPS/oops_dataset/oops_video/train/Big Air - Soaring with Style! (September 2017) _ FailArmy41.mp4,9,722,1900.0,2800.0,1,Forward Fall,single,TRAIN
2453,OOPS/oops_dataset/oops_video/val/Best Fails of the Year 2017 - Part 1 (December 2017) _ FailArmy79.mp4,9,723,33.0,9000.0,0,NoFall,single,TEST
2454,OOPS/oops_dataset/oops_video/val/Bats & Balls Fail Compilation _ By FailArmy 201631.mp4,9,724,2500.0,3375.0,1,Forward Fall,multiple,TEST
2455,OOPS/oops_dataset/oops_video/val/Confidence is Key - Fails of the Week (December 2016) _ FailArmy10.mp4,9,725,2067.0,2767.0,2,Backward Fall,multiple,TEST
2456,OOPS/oops_dataset/oops_video/train/Best Fails of the Month April 2016 _ FailArmy0.mp4,9,726,42.0,5208.0,0,NoFall,single,TEST
2457,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 3 April 2016 _ FailArmy25.mp4,9,727,3033.0,4067.0,1,Forward Fall,multiple,TEST
2458,OOPS/oops_dataset/oops_video/val/Don't Get Zapped - Throwback Thursday (August 2017)132.mp4,9,728,1533.0,2433.0,2,Backward Fall,multiple,TEST
2459,OOPS/oops_dataset/oops_video/train/Best Fails of Week 3 June 2016 _ FailArmy57.mp4,9,729,6875.0,7625.0,2,Backward Fall,multiple,TRAIN
2460,OOPS/oops_dataset/oops_video/val/FailArmy After Dark - Does That Sheep Have Sunglasses  (Ep. 8)71.mp4,9,730,1667.0,2292.0,1,Forward Fall,single,TEST
2461,OOPS/oops_dataset/oops_video/train/29 Best Work Fail Nominees - FailArmy Hall of Fame (August 2017)28.mp4,9,731,33.0,8667.0,0,NoFall,single,TRAIN
2462,OOPS/oops_dataset/oops_video/train/Brother Fails _ 'Bros For Life' By FailArmy 20169.mp4,9,732,4833.0,5833.0,1,Forward Fall,single,TEST
2463,OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Is Winter Done Yet (January 2018) _ FailArmy23.mp4,9,733,33.0,7667.0,0,NoFall,single,TEST
2464,"OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Go Hard, Or Go Home! (March 2018) _ FailArmy0.mp4",9,734,33.0,9433.0,0,NoFall,single,TRAIN
2465,OOPS/oops_dataset/oops_video/val/Best Fails of the Week 3 May 2016 _ FailArmy32.mp4,9,735,42.0,7500.0,0,NoFall,single,TRAIN
2466,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 3 April 2016 _ FailArmy52.mp4,9,736,5667.0,6367.0,1,Forward Fall,single,TRAIN
2467,OOPS/oops_dataset/oops_video/val/Don't Be Such a Baby - Kid Fails (September 2018) _ FailArmy13.mp4,9,737,9600.0,10200.0,1,Forward Fall,single,TRAIN
2468,OOPS/oops_dataset/oops_video/val/34 Funny Kid Nominees - FailArmy Hall Of Fame (May 2017)9.mp4,9,738,2367.0,3000.0,1,Forward Fall,single,TEST
2469,OOPS/oops_dataset/oops_video/val/Break Yourself - Fails of the Week (September 2017) _ FailArmy35.mp4,9,739,33.0,4200.0,0,NoFall,single,TEST
2470,OOPS/oops_dataset/oops_video/val/Break Yourself - Fails of the Week (September 2017) _ FailArmy35.mp4,9,740,6367.0,7767.0,3,Side Fall,single,TEST
2471,OOPS/oops_dataset/oops_video/train/Armpit Wax - Fails You Missed (April 2018) _ 201852.mp4,9,741,7208.0,8083.0,1,Forward Fall,single,TEST
2472,OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Snowmobiles Over Water  (March 2018) _ FailArmy25.mp4,9,742,5600.0,5900.0,1,Forward Fall,single,VALIDATION
2473,OOPS/oops_dataset/oops_video/val/Best Fails of the Week 2 March 2016 _ 'I Think We Got What We're Looking For' by FailArmy51.mp4,9,743,33.0,7233.0,0,NoFall,single,TRAIN
2474,OOPS/oops_dataset/oops_video/val/Best Fails of the Week 2 March 2016 _ 'I Think We Got What We're Looking For' by FailArmy51.mp4,9,744,7267.0,7967.0,3,Side Fall,single,TRAIN
2475,OOPS/oops_dataset/oops_video/val/Best Fails of the Week 3 May 2016 _ FailArmy83.mp4,9,745,1625.0,2417.0,2,Backward Fall,single,TEST
2476,OOPS/oops_dataset/oops_video/val/Best Fails of the Week 2 March 2016 _ 'I Think We Got What We're Looking For' by FailArmy52.mp4,9,746,4733.0,5767.0,1,Forward Fall,single,TEST
2477,OOPS/oops_dataset/oops_video/train/Cat's Hate Plastic! - Best Fails of the Week _ FailArmy36.mp4,9,747,3200.0,4200.0,1,Forward Fall,multiple,TRAIN
2478,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 2 May 2016 _ FailArmy 'That Was An Epic Fail Sam'74.mp4,9,748,1292.0,2083.0,1,Forward Fall,single,TRAIN
2479,OOPS/oops_dataset/oops_video/train/29 Hilarious Instant Karma Fail Nominees - FailArmy Hall of Fame26.mp4,9,749,2167.0,2967.0,2,Backward Fall,single,VALIDATION
2480,OOPS/oops_dataset/oops_video/train/Best Fails of the Week - T-Rex Can Shred! (February 2018 _ FailArmy36.mp4,9,750,2767.0,3367.0,3,Side Fall,multiple,TEST
2481,OOPS/oops_dataset/oops_video/val/Are You Serious! - Throwback Thursday (September 2017) _ FailArmy10.mp4,9,751,4133.0,4867.0,1,Forward Fall,multiple,TRAIN
2482,OOPS/oops_dataset/oops_video/train/Best Fails of the Year - Part 2 (2018) _ FailArmy14.mp4,9,752,3867.0,4567.0,2,Backward Fall,single,TRAIN
2483,OOPS/oops_dataset/oops_video/train/Double Fails (November 2017) _ FailArmy40.mp4,9,753,4633.0,5333.0,2,Backward Fall,multiple,TEST
2484,OOPS/oops_dataset/oops_video/train/Best Fails of the Month - Driving Me Crazy! (January 2018) _ FailArmy41.mp4,9,754,33.0,13167.0,0,NoFall,single,VALIDATION
2485,OOPS/oops_dataset/oops_video/train/Didn't Make The Team - Better luck next time!  (September 2017) _ FailArmy45.mp4,9,755,700.0,1367.0,1,Forward Fall,multiple,TEST
2486,OOPS/oops_dataset/oops_video/train/Best Fails of the Year - Part 1 (2018) _ FailArmy6.mp4,9,756,3967.0,4433.0,1,Forward Fall,single,TRAIN
2487,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 3 April 2016 _ FailArmy13.mp4,9,757,33.0,3233.0,0,NoFall,single,TRAIN
2488,OOPS/oops_dataset/oops_video/train/Dress To Impress - Lookin' Good! (October 2017) _ FailArmy50.mp4,9,758,4533.0,5100.0,3,Side Fall,multiple,TRAIN
2489,OOPS/oops_dataset/oops_video/train/Fail Olympics _ 'FAIL-YMPICS PART 3' by FailArmy 201614.mp4,9,759,3542.0,4458.0,2,Backward Fall,multiple,VALIDATION
2490,"OOPS/oops_dataset/oops_video/train/Expensive Fails - Mo Money, Mo Fails (February 2018) _ FailArmy23.mp4",9,760,4533.0,5433.0,1,Forward Fall,single,VALIDATION
2491,OOPS/oops_dataset/oops_video/val/Don't Get Zapped - Throwback Thursday (August 2017)82.mp4,9,761,1800.0,2400.0,1,Forward Fall,multiple,VALIDATION
2492,OOPS/oops_dataset/oops_video/val/Anger Management - Fails of the Week (January 2019) _ FailArmy5.mp4,9,762,9533.0,10433.0,1,Forward Fall,multiple,TRAIN
2493,OOPS/oops_dataset/oops_video/val/Don't Rock the Boat - Throwback Fails (July 2017)22.mp4,9,763,1667.0,2367.0,2,Backward Fall,single,TRAIN
2494,OOPS/oops_dataset/oops_video/train/Back in the Mud - Down and Dirty Fails (October 2018) _ FailArmy0.mp4,9,764,4200.0,5500.0,2,Backward Fall,multiple,TEST
2495,OOPS/oops_dataset/oops_video/train/Don't Rock the Boat! - Throwback Fails (February 2018) _ FailArmy26.mp4,9,765,5033.0,6133.0,2,Backward Fall,multiple,TEST
2496,OOPS/oops_dataset/oops_video/train/Armpit Wax - Fails You Missed (April 2018) _ 2018102.mp4,9,766,4083.0,5042.0,1,Forward Fall,single,TRAIN
2497,OOPS/oops_dataset/oops_video/train/Best Fails of Week 1 July 2016 _ FailArmy5.mp4,9,767,2767.0,3667.0,2,Backward Fall,multiple,TEST
2498,OOPS/oops_dataset/oops_video/train/Bend Your Knees!! - Fails of the Week (September 2017) _ FailArmy49.mp4,9,768,33.0,2267.0,0,NoFall,single,VALIDATION
2499,OOPS/oops_dataset/oops_video/train/Bend Your Knees!! - Fails of the Week (September 2017) _ FailArmy49.mp4,9,769,2767.0,4433.0,1,Forward Fall,multiple,TRAIN
2500,OOPS/oops_dataset/oops_video/train/Best Fails of the Year - Part 2 (2018) _ FailArmy22.mp4,9,770,6167.0,7500.0,2,Backward Fall,multiple,TRAIN
2501,OOPS/oops_dataset/oops_video/train/Best Fails of the Month - Driving Me Crazy! (January 2018) _ FailArmy51.mp4,9,771,3000.0,3800.0,1,Forward Fall,single,TRAIN
2502,OOPS/oops_dataset/oops_video/train/Didn't Make The Team - Better luck next time!  (September 2017) _ FailArmy5.mp4,9,772,3600.0,4500.0,3,Side Fall,single,TEST
2503,OOPS/oops_dataset/oops_video/val/Classic bails and Throwback Fails (June 2017) _ FailArmy99.mp4,9,773,6000.0,6750.0,2,Backward Fall,multiple,TRAIN
2504,OOPS/oops_dataset/oops_video/train/Best Fails of the Year - Part 1 (2018) _ FailArmy48.mp4,9,774,9433.0,10067.0,2,Backward Fall,single,TRAIN
2505,OOPS/oops_dataset/oops_video/train/Basketball Fails - March Madness! (March 2017) _ FailArmy32.mp4,9,775,33.0,9333.0,0,NoFall,multiple,TEST
2506,OOPS/oops_dataset/oops_video/train/Best Fails of Week 4 June 2016 _ FailArmy56.mp4,9,776,42.0,7167.0,0,NoFall,single,VALIDATION
2507,OOPS/oops_dataset/oops_video/train/Best Fails of Week 4 June 2016 _ FailArmy56.mp4,9,777,7292.0,7792.0,2,Backward Fall,single,TEST
2508,OOPS/oops_dataset/oops_video/train/Boatloads of Fails - Throwback Thursday (August 2017)46.mp4,9,778,33.0,73200.0,0,NoFall,single,TRAIN
2509,OOPS/oops_dataset/oops_video/train/Boatloads of Fails - Throwback Thursday (August 2017)46.mp4,9,779,6767.0,7367.0,2,Backward Fall,single,VALIDATION
2510,OOPS/oops_dataset/oops_video/val/Best Fails of the Week 3 May 2016 _ FailArmy20.mp4,9,780,42.0,7125.0,0,NoFall,single,TRAIN
2511,OOPS/oops_dataset/oops_video/train/Don't Rock the Boat! - Throwback Fails (February 2018) _ FailArmy64.mp4,9,781,3167.0,3867.0,1,Forward Fall,single,TRAIN
2512,OOPS/oops_dataset/oops_video/val/Confidence is Key - Fails of the Week (December 2016) _ FailArmy4.mp4,9,782,2933.0,4000.0,1,Forward Fall,single,VALIDATION
2513,OOPS/oops_dataset/oops_video/train/Don't Rock the Boat! - Throwback Fails (February 2018) _ FailArmy17.mp4,9,783,33.0,6467.0,0,NoFall,single,VALIDATION
2514,OOPS/oops_dataset/oops_video/train/Best Fails of the Month - Driving Me Crazy! (January 2018) _ FailArmy14.mp4,9,784,4167.0,4933.0,1,Forward Fall,single,TRAIN
2515,OOPS/oops_dataset/oops_video/train/Best Fails of the Week - T-Rex Can Shred! (February 2018 _ FailArmy48.mp4,9,785,2700.0,3467.0,1,Forward Fall,multiple,TRAIN
2516,OOPS/oops_dataset/oops_video/train/Boatloads of Fails - Throwback Thursday (August 2017)36.mp4,9,786,4467.0,4900.0,1,Forward Fall,multiple,TRAIN
2517,OOPS/oops_dataset/oops_video/train/Double Fails Compilation _ 'Double Trouble' By FailArmy 20167.mp4,9,787,2750.0,3542.0,1,Forward Fall,multiple,TRAIN
2518,OOPS/oops_dataset/oops_video/val/Don't Get Zapped - Throwback Thursday (August 2017)38.mp4,9,788,533.0,1433.0,3,Side Fall,multiple,TRAIN
2519,OOPS/oops_dataset/oops_video/train/Best Fails of the Year 2017 - Part 2 (December 2017) _ FailArmy87.mp4,9,789,1067.0,1733.0,1,Forward Fall,multiple,TEST
2520,OOPS/oops_dataset/oops_video/train/Ants Are Marching - Fails of the Month (October 2017) _ FailArmy7.mp4,9,790,800.0,1800.0,1,Forward Fall,multiple,TRAIN
2521,OOPS/oops_dataset/oops_video/train/Baby's Stealing Out Here - Fails of the Week - (April 2017) _ FailArmy28.mp4,9,791,33.0,5100.0,0,NoFall,single,TRAIN
2522,OOPS/oops_dataset/oops_video/train/Baby's Stealing Out Here - Fails of the Week - (April 2017) _ FailArmy28.mp4,9,792,5133.0,5667.0,1,Forward Fall,single,TRAIN
2523,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 3 March 2016 _ 'You Are An Epic Fail!' by FailArmy24.mp4,9,793,2500.0,3133.0,1,Forward Fall,single,TRAIN
2524,OOPS/oops_dataset/oops_video/train/Best Fails of the Month April 2016 _ FailArmy20.mp4,9,794,42.0,4167.0,0,NoFall,single,TEST
2525,OOPS/oops_dataset/oops_video/val/Crack That Whip - Throwback Fails (July 2017)93.mp4,9,795,6233.0,6833.0,3,Side Fall,single,TRAIN
2526,OOPS/oops_dataset/oops_video/train/Best Fail of the Week - Bad Kitty! (April 2018) _ FailArmy31.mp4,9,796,2300.0,3133.0,1,Forward Fall,multiple,TRAIN
2527,OOPS/oops_dataset/oops_video/train/A Christmas Miracle! - Fails You Missed #21 (December 2017) _ FailArmy3.mp4,9,797,42.0,8625.0,0,NoFall,multiple,TRAIN
2528,OOPS/oops_dataset/oops_video/train/Boatloads of Fails - Throwback Thursday (August 2017)10.mp4,9,798,2667.0,3667.0,1,Forward Fall,multiple,VALIDATION
2529,OOPS/oops_dataset/oops_video/train/29 Best Work Fail Nominees - FailArmy Hall of Fame (August 2017)5.mp4,9,799,2400.0,3033.0,1,Forward Fall,multiple,TEST
2530,OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Snowmobiles Over Water  (March 2018) _ FailArmy42.mp4,9,800,33.0,5333.0,0,NoFall,single,TRAIN
2531,OOPS/oops_dataset/oops_video/train/Don't Stop Believin'  - Fails of the Month (November 2016) _ FailArmy47.mp4,9,801,2133.0,2733.0,1,Forward Fall,single,TRAIN
2532,OOPS/oops_dataset/oops_video/val/Classic bails and Throwback Fails (June 2017) _ FailArmy41.mp4,9,802,1708.0,2375.0,2,Backward Fall,multiple,TRAIN
2533,OOPS/oops_dataset/oops_video/train/38 Parkour Fail Nominees - FailArmy Hall Of Fame (May 2017)15.mp4,9,803,1833.0,2433.0,1,Forward Fall,single,TEST
2534,OOPS/oops_dataset/oops_video/val/Best Fails of the Week 2 March 2016 _ 'I Think We Got What We're Looking For' by FailArmy7.mp4,9,804,3767.0,4567.0,2,Backward Fall,single,TRAIN
2535,OOPS/oops_dataset/oops_video/train/Fail Olympics  _ 'FAIL-YMPICS' by FailArmy 201628.mp4,9,805,2792.0,4000.0,1,Forward Fall,multiple,TRAIN
2536,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 2 April 2016 _ 'I Knew That Was a Bad Idea' by FailArmy37.mp4,9,806,3292.0,4333.0,2,Backward Fall,multiple,VALIDATION
2537,OOPS/oops_dataset/oops_video/train/Best Fails of Week 1 July 2016 _ FailArmy39.mp4,9,807,4067.0,4800.0,2,Backward Fall,single,TRAIN
2538,OOPS/oops_dataset/oops_video/val/Don't Get Zapped - Throwback Thursday (August 2017)30.mp4,9,808,5600.0,6400.0,3,Side Fall,multiple,TRAIN
2539,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 1 April 2016 _ 'You Knew That Was Going To Happen!' FailArmy25.mp4,9,809,2000.0,2700.0,2,Backward Fall,multiple,TRAIN
2540,OOPS/oops_dataset/oops_video/train/Didn't Make The Team - Better luck next time!  (September 2017) _ FailArmy28.mp4,9,810,4133.0,4767.0,3,Side Fall,single,TEST
2541,OOPS/oops_dataset/oops_video/train/Best Fails of the Year 2017 (So Far) _ FailArmy43.mp4,9,811,3767.0,4567.0,1,Forward Fall,single,VALIDATION
2542,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 1 May 2016 _ 'That Squirrel Just Attacked Me! by FailArmy29.mp4,9,812,4333.0,5125.0,2,Backward Fall,single,TRAIN
2543,OOPS/oops_dataset/oops_video/val/Anger Management - Fails of the Week (January 2019) _ FailArmy26.mp4,9,813,9333.0,10133.0,1,Forward Fall,multiple,TRAIN
2544,"OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Go Hard, Or Go Home! (March 2018) _ FailArmy20.mp4",9,814,33.0,3600.0,0,NoFall,multiple,TRAIN
2545,"OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Go Hard, Or Go Home! (March 2018) _ FailArmy20.mp4",9,815,3633.0,4167.0,2,Backward Fall,single,TRAIN
2546,"OOPS/oops_dataset/oops_video/train/Best Fails of the Week - Go Hard, Or Go Home! (March 2018) _ FailArmy20.mp4",9,816,4200.0,7367.0,0,NoFall,single,TRAIN
2547,OOPS/oops_dataset/oops_video/train/Best Fails of the Week 2 May 2016 _ FailArmy 'That Was An Epic Fail Sam'79.mp4,9,817,1000.0,2333.0,1,Forward Fall,single,TRAIN
2548,OOPS/oops_dataset/oops_video/train/Best Fails of the Year 2017 (So Far) _ FailArmy24.mp4,9,818,1700.0,3000.0,1,Forward Fall,multiple,TEST
2549,OOPS/oops_dataset/oops_video/train/Best Fails of Week 1 July 2016 _ FailArmy57.mp4,9,819,4400.0,5233.0,1,Forward Fall,multiple,TRAIN
2550,OOPS/oops_dataset/oops_video/val/Anger Management - Fails of the Week (January 2019) _ FailArmy2.mp4,9,820,2400.0,3100.0,1,Forward Fall,single,TRAIN
2551,OOPS/oops_dataset/oops_video/train/Desert Fails - The Sands of Failure (November 2018) _ FailArmy36.mp4,9,821,6067.0,6867.0,3,Side Fall,single,TEST
2552,OOPS/oops_dataset/oops_video/val/Bats & Balls Fail Compilation _ By FailArmy 201622.mp4,9,822,542.0,6750.0,0,NoFall,single,TRAIN
